titulo,descripcion,url_lista_de_reproduccion,plataforma
"El nombre de la gloria, Nairo Quintana - Sábado 23 de agosto, 2:00 pm / 9:30 pm",Deportes,https://www.youtube.com/watch?v=d59XM2c4TB4,Señal Deportes
#LosNacionalesXSeñal - Bahía Cupica,Deportes,https://www.youtube.com/watch?v=PM9pfUYxMXA,Señal Deportes
Etapa 11 del Tour de Francia: Besançon / Oyonnax,Deportes,https://www.youtube.com/watch?v=X8Eap1FQo1c,Señal Deportes
4 de 6 Migracion Acceso Directo,Educación,https://www.youtube.com/watch?v=oWhReB8tsuo,Señal Colombia
Ingredientes para empanadas,Educación,https://www.youtube.com/watch?v=Ny3U9TozSGo,Mi Señal
El rap del Wrap,Educación,https://www.youtube.com/watch?v=_Hxa4NTszBQ,Mi Señal
Cinco que no haría un colombiano Puesto 5 - No puede llegar a tiempo,Entretenimiento,https://www.youtube.com/watch?v=yhTHPyAsfpg,Señal Colombia
ENERGÍA FICCIÓN,Educación,https://www.youtube.com/watch?v=9QayIJzm7ao,Señal Colombia
Gracias Colombia El Show de Perico,Entretenimiento,https://www.youtube.com/watch?v=fWETbAULnPc,Señal Colombia
1280 Almas - Soledad Criminal (Señal Radiónica),Música,https://www.youtube.com/watch?v=NWw4FRbuVYU,Señal Colombia
William Rondón (Colombia) - Mundial de Patinaje Artístico,Deportes,https://www.youtube.com/watch?v=5tK_VKukgAI,Señal Deportes
Todo lo que vemos - 314 - Televidente - Mónica María Mondragón,Entretenimiento,https://www.youtube.com/watch?v=aX1_wRyKeNY,Señal Colombia
Todo lo que vemos - 356 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=HmVF7N_6imk,Señal Colombia
Jorge Celedón - Sin perdón - #Conversaciones2014,Música,https://www.youtube.com/watch?v=2LI9DXMmx7s,Señal Colombia
Todo lo que vemos - 444 - Televidente - Marino Guarín,Entretenimiento,https://www.youtube.com/watch?v=GTAaoW7KBBM,Señal Colombia
Molang - Jugar con animales con mi mejor amigo,Película y Animación,https://www.youtube.com/watch?v=vAXN5RfIC4k,Mi Señal
La sub 30 - Literaura - Sillón,Entretenimiento,https://www.youtube.com/watch?v=ZFZHlQ_67gs,Señal Colombia
Profesor Súper O Recargado (Capítulo 17. Agua lluvia),Película y Animación,https://www.youtube.com/watch?v=npIKDaEKmUI,Señal Colombia
Todo lo que vemos - Capítulo 42 - Televidentes - Ingrid Mariño,Educación,https://www.youtube.com/watch?v=7UcgpTd_hPs,Señal Colombia
Todo lo que vemos - 288 - Glosario - Videojuegos,Película y Animación,https://www.youtube.com/watch?v=iBMco1yIDsU,Señal Colombia
Mi señal al aire - disfraces KARAOKE,Educación,https://www.youtube.com/watch?v=Mvg0BBbFnM0,Mi Señal
Todo lo que somos - 421 - Televidente - Gonzalo Perea,Entretenimiento,https://www.youtube.com/watch?v=yNe1WLuHeus,Señal Colombia
¿Qué harías tú? - Una niña ejemplar,Película y Animación,https://www.youtube.com/watch?v=5s4s3cBVjlM,Mi Señal
Today in replay 17 de junio,Deportes,https://www.youtube.com/watch?v=gyfwGn2EPF4,Señal Deportes
Los personajes más rockeros de Mi Señal,Película y Animación,https://www.youtube.com/watch?v=k_xLQdVdodY,Mi Señal
Julia Zardo (Brasil) - Mundial de Patinaje Artístico,Deportes,https://www.youtube.com/watch?v=YW0mEjFwU9o,Señal Deportes
Todo lo que vemos 03 - Glosario: Edición,Entretenimiento,https://www.youtube.com/watch?v=0bcemqxUBbs,Señal Colombia
Todo lo que vemos - 130 - Glosario - Antena,Entretenimiento,https://www.youtube.com/watch?v=SyVjUSsy0Hg,Señal Colombia
señalcultural,Educación,https://www.youtube.com/watch?v=0yU-8GRUxOs,Señal Colombia
Televisión colombiana 60 años - Señal Colombia,Película y Animación,https://www.youtube.com/watch?v=mXv3gGt7PUU,Señal Colombia
Semana 'Homenaje a Gabo' - Un año después de su muerte - Del lunes 13 al 19 de abril,Gente y Blogs,https://www.youtube.com/watch?v=BGNCy3kzNDw,Señal Colombia
Todo lo que vemos - 193 - Glosario - Cantinflear,Gente y Blogs,https://www.youtube.com/watch?v=KwcswXGa4r0,Señal Colombia
La Sub 30 Festivales,Entretenimiento,https://www.youtube.com/watch?v=uNmy8AGiaTg,Señal Colombia
Today in replay 24 de marzo,Deportes,https://www.youtube.com/watch?v=BxxxlcgQEi4,Señal Deportes
"Todo lo que vemos - 320 - Capítulo completo - Sábado 26 de septiembre, 2015",Educación,https://www.youtube.com/watch?v=ElgpJEUlLbs,Señal Colombia
Todo lo que vemos - 480 - Capítulo completo - Sábado 20 de octubre,Entretenimiento,https://www.youtube.com/watch?v=vqOD6Lj3Fok,Señal Colombia
Todo lo que vemos - 232 - Televidente - Cristian Jaramillo,Entretenimiento,https://www.youtube.com/watch?v=JEEC2sWgadA,Señal Colombia
1 de 6 transgeneristas acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=pYmXlZnq3jQ,Señal Colombia
Rigoberto Urán en exclusiva desde la Vuelta a España,Deportes,https://www.youtube.com/watch?v=MJNsmFqyOCw,Señal Deportes
Todo lo que vemos - 474 - Televidente - Luis Arias,Entretenimiento,https://www.youtube.com/watch?v=LFxLUdBMAM0,Señal Colombia
Los Pepa ¨ Una fiesta de verdad¨ - Capítulo 22,Educación,https://www.youtube.com/watch?v=1dAhDEwOV7s,Mi Señal
Paciente - Ana en la ciudad - Juan Pablo Ríos,Entretenimiento,https://www.youtube.com/watch?v=fWMHkY8nyik,Señal Colombia
Altimetrías - Etapa 6 - Tour de Francia 2015,Deportes,https://www.youtube.com/watch?v=Cd1P-Fm0h2s,Señal Deportes
Festival Internacional de Música de Cartagena - Ref. Interpretando a Mozart,Entretenimiento,https://www.youtube.com/watch?v=G2mIWNNBtP0,Señal Colombia
Todo lo que vemos - 351 - Televidente - Lissette Balaguera,Entretenimiento,https://www.youtube.com/watch?v=BEX_KOlmAFo,Señal Colombia
#LosNacionalesXSeñal - ¡Hicimos historia!,Deportes,https://www.youtube.com/watch?v=TUdX5Ngto9Y,Señal Deportes
Antonia - Reguetón,Película y Animación,https://www.youtube.com/watch?v=-W5gwJxcWUI,Mi Señal
Todo lo que vemos - 223 - Glosario - Licitación,Música,https://www.youtube.com/watch?v=NrlfSDQ4_cc,Señal Colombia
"La samba, complemento del fútbol",Deportes,https://www.youtube.com/watch?v=QD9VkQECi-s,Señal Deportes
La Media Maratón de Bogotá,Deportes,https://www.youtube.com/watch?v=rKibHhMpsVs,Señal Deportes
5 de 6 derecho a morir dignamente Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=mii4iyiQrfQ,Señal Colombia
Mi Señal - Todo por descubrir,Entretenimiento,https://www.youtube.com/watch?v=G_YsdP2E9IA,Mi Señal
Señal Deportes a ritmo brasileño,Deportes,https://www.youtube.com/watch?v=X9VEwV4RydA,Señal Deportes
Comiendo cuento - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=93JngmWEzI8,Señal Colombia
Todo lo que vemos - 471 - Televidente - May Torres,Entretenimiento,https://www.youtube.com/watch?v=6ZiC22uaBLE,Señal Colombia
Charles King y El alguacil Ft. El Freaky colectivo - La vitamina,Entretenimiento,https://www.youtube.com/watch?v=hxKnDRo_CbM,Señal Colombia
Today in replay 12 de agosto,Deportes,https://www.youtube.com/watch?v=7qNOT2e1fqw,Señal Deportes
Expedicio?n Sonora - Capi?tulo 5: Clarinete,Música,https://www.youtube.com/watch?v=R_adAT2cBW0,Señal Colombia
"En cine nos vemos - Manderlay - Lars Von Trier, 2005",Película y Animación,https://www.youtube.com/watch?v=tWbN-eZSHP8,Señal Colombia
Enciende tu sentido común,Ciencia y Tecnología,https://www.youtube.com/watch?v=3LNU9kPH6NQ,Señal Colombia
"En cine nos vemos - Pompoko - Isao Takahata, 1994",Entretenimiento,https://www.youtube.com/watch?v=pcGt9s1FuVs,Señal Colombia
El sillón de la injusticia - servicio militar,Entretenimiento,https://www.youtube.com/watch?v=PnsqmNZkUT8,Señal Colombia
Todo lo que vemos - 323 - Glosario - Costumbrismo,Película y Animación,https://www.youtube.com/watch?v=C075UndmJE4,Señal Colombia
Colombianos celebran el segundo triunfo de su selección,Deportes,https://www.youtube.com/watch?v=Wmj6W-KPID4,Señal Deportes
Etapa 19 - Medina del campo / Ávila,Deportes,https://www.youtube.com/watch?v=mwDtV9NqAvc,Señal Deportes
Festival vallenato - Miguel morales entona una canción,Entretenimiento,https://www.youtube.com/watch?v=i_xR2JgACow,Señal Colombia
Los Pepa - Clip 49 - Balanza casera,Educación,https://www.youtube.com/watch?v=J5a9oxZi7S8,Mi Señal
5 de 6 Paranormal Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=lF8jKUj9N2k,Señal Colombia
La sub 30 - Música con propósito - Sillón,Entretenimiento,https://www.youtube.com/watch?v=g_qPcoX7LIA,Señal Colombia
Todo lo que vemos - 460 - Televidente - Saida Quintero,Entretenimiento,https://www.youtube.com/watch?v=EBr4ttuqhaE,Señal Colombia
Mes de la literatura: ArtPoética - Estreno 14 de Abril,Película y Animación,https://www.youtube.com/watch?v=NpArcwVb1Io,Señal Colombia
Nuestro mundial - Capítulo 18,Deportes,https://www.youtube.com/watch?v=Q57tP958jt0,Señal Deportes
Reel - Señal Colombia - Estrenos de cine 2014,Película y Animación,https://www.youtube.com/watch?v=XXxO2bZcMHQ,Señal Colombia
Juan Diego Piedrahita en las 6 Horas de Bogotá,Deportes,https://www.youtube.com/watch?v=62P73n8N9rY,Señal Deportes
Festival Internacional de Música de Cartagena 2013 - Guiseppe Paolo habla de instrumentos,Música,https://www.youtube.com/watch?v=Ew2kYsO0gPo,Señal Colombia
Todo lo que vemos - 264 - Televidente - Astrid Castañeda,Película y Animación,https://www.youtube.com/watch?v=VZ64UIrNFDA,Señal Colombia
Todo lo que vemos - 258 - Televidente - Yaneth López,Película y Animación,https://www.youtube.com/watch?v=gGkJRLQ82wo,Señal Colombia
Kikirikí - Código de Policia (Capítulo completo) | Temporada 1,Educación,https://www.youtube.com/watch?v=W5A5Xfc51Lw,Mi Señal
"Franja ""Anónimas extraordinarias"" - Mujeres criminalistas",Gente y Blogs,https://www.youtube.com/watch?v=0hQDK0JFC50,Señal Colombia
Todo lo que vemos - 480 - Televidente - Santiago Suárez,Entretenimiento,https://www.youtube.com/watch?v=9nye8N1zbw0,Señal Colombia
Vivir Juntos. Escuela (Uruguay),Gente y Blogs,https://www.youtube.com/watch?v=9Pi6LNN0bTo,Señal Colombia
Mi Señal karaoke presenta: Mr.Trance,Película y Animación,https://www.youtube.com/watch?v=8K-tEKead3Q,Mi Señal
Señal Deportes,Deportes,https://www.youtube.com/watch?v=Vw2A95CERWw,Señal Deportes
¿Quién es el Dr. Faga y por qué tiene un programa de televisión?,Entretenimiento,https://www.youtube.com/watch?v=vhIVVc7BL40,Señal Colombia
Así calientan los hinchas el Maracaná,Deportes,https://www.youtube.com/watch?v=ab3hmYMAD5c,Señal Deportes
La Lleva - 3,Educación,https://www.youtube.com/watch?v=oS70bA0dagQ,Señal Colombia
Señal Deportes recorrió el Museo del Fútbol en Brasil. 2,Deportes,https://www.youtube.com/watch?v=Biiu9xZLxs8,Señal Deportes
Nairo ganador vuelta a Burgos 2014,Deportes,https://www.youtube.com/watch?v=ZrlAtuFcmTw,Señal Deportes
"López, un apellido que hizo historia",Película y Animación,https://www.youtube.com/watch?v=SNVeX28CbKg,Señal Colombia
Emanuel - Saya,Película y Animación,https://www.youtube.com/watch?v=dc7xxgGY0WI,Mi Señal
Jorge Celedón - Gracias señor - #Conversaciones2014,Música,https://www.youtube.com/watch?v=VEyGW5Ydrpk,Señal Colombia
Prueba total - Tensión superficial,Película y Animación,https://www.youtube.com/watch?v=QjL7s_NfncY,Mi Señal
Todo lo que vemos - 409 - Televidente - Luis Cepeda,Entretenimiento,https://www.youtube.com/watch?v=hDLvjwM2EHQ,Señal Colombia
Today in replay 22 de junio,Deportes,https://www.youtube.com/watch?v=NJSqE9wGLJc,Señal Deportes
"Aislados - Juana Carmela Berrío, en Santa Cruz del Islote",Gente y Blogs,https://www.youtube.com/watch?v=_-oQKr2xj6Y,Señal Colombia
Todo lo que vemos 03 - Cristian Ibargüen,Entretenimiento,https://www.youtube.com/watch?v=9VquPByCtG4,Señal Colombia
Todo lo que vemos - 199 - Televidentes - Clara Ine?s Gonza?lez,Gente y Blogs,https://www.youtube.com/watch?v=LQrMSePKU3k,Señal Colombia
Sillón Redes sociales,Entretenimiento,https://www.youtube.com/watch?v=8E-NmIn5FZY,Señal Colombia
JOSE ANGELO MOLINA 2,Entretenimiento,https://www.youtube.com/watch?v=lCln1GZuzuM,Señal Colombia
Franja Retro - Ref: archivo,Educación,https://www.youtube.com/watch?v=ftrDS818uhA,Señal Colombia
"En cine nos vemos - El regreso de la marca - Adolfo X, 2006",Película y Animación,https://www.youtube.com/watch?v=rhvKso6HTx0,Señal Colombia
Colombia en bicicleta - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=wEyOQ1ON5Tg,Señal Colombia
La Etnnia - Real (Señal Radiónica),Música,https://www.youtube.com/watch?v=6vlNjR5WB1c,Señal Colombia
¿Olvidaste el aniversario?..Tranquilo ya esta aquí Mr. Trance - Estreno 15 de septiembre,Película y Animación,https://www.youtube.com/watch?v=hQEGo00r-6Q,Señal Colombia
#LosNacionalesXSeñal - Estudiantes Utech balonmano,Deportes,https://www.youtube.com/watch?v=2-QVn4Ay2m0,Señal Deportes
Todo lo que vemos - 144 - Televidentes - Sergio Rojas,Entretenimiento,https://www.youtube.com/watch?v=lnjpPbHK1sA,Señal Colombia
Todo lo que vemos - 358 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=-FjPMI2NPWk,Señal Colombia
Todo lo que vemos - 142 - Televidentes - Juliana Velásquez,Entretenimiento,https://www.youtube.com/watch?v=XDlzTS7-Ex0,Señal Colombia
Todo lo que vemos - 102 - Glosario - Gusca y carrilera,Música,https://www.youtube.com/watch?v=rFJ-KWLP_J4,Señal Colombia
Documental: 'Especuladores' - Lunes 23 de febrero 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=qK-O5L7uLpU,Señal Colombia
"Historias en bici - Leonidas, el forjador de escaladores",Deportes,https://www.youtube.com/watch?v=PqG8AsYXuiU,Señal Deportes
La Sub 30 Rebeldes,Entretenimiento,https://www.youtube.com/watch?v=ZeKxort9ooM,Señal Colombia
El mundo según Pirry y el mundo según Hollman - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=ie3OaX777xw,Señal Colombia
Disciplina - Taekwondo,Deportes,https://www.youtube.com/watch?v=m_w9FehInm0,Señal Deportes
Una pantalla para jóvenes pantalleros - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=jprwbvOxBys,Señal Colombia
"Documental: 'Amrika, Amrika' - Mañana miércoles 25 de febrero 8:00 p.m. #SeñalParaPensar",Película y Animación,https://www.youtube.com/watch?v=8H2BuhhMDOE,Señal Colombia
En cine nos vemos - Fábula de la bella palomera - Mañana martes 21 de abril 9:00 p.m.,Película y Animación,https://www.youtube.com/watch?v=rXzLhgJxfIs,Señal Colombia
Todo lo que vemos - 139 - Televidentes - Catalina Sánchez Tobón,Entretenimiento,https://www.youtube.com/watch?v=tzb4DSupvNs,Señal Colombia
Todo lo que vemos - 446 - Televidente - Deivid Velandia,Entretenimiento,https://www.youtube.com/watch?v=P0s4NyCZ_uc,Señal Colombia
Premios TAL 2015 - Nominado mejor unitario documental 'Cesó la horrible noche',Entretenimiento,https://www.youtube.com/watch?v=gOfUzuYs7U8,Señal Colombia
Todo lo que vemos - 362 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=3QvJYr2QFdk,Señal Colombia
Más Nuestro - Fuchi,Deportes,https://www.youtube.com/watch?v=WGKEBcaq4vs,Señal Deportes
Todo lo que vemos - 154 - Televidentes - Luisa Martínez,Entretenimiento,https://www.youtube.com/watch?v=u8VXzWWhpYY,Señal Colombia
"En cine nos vemos - Soul Kitchen - Fatih Akin, 2009",Película y Animación,https://www.youtube.com/watch?v=kwbkhf2rDso,Señal Colombia
Con animación todo es posible por Señal Colombia,Película y Animación,https://www.youtube.com/watch?v=K5Bc1QSPnx4,Señal Colombia
Ganó 4 torneos el mismo año,Deportes,https://www.youtube.com/watch?v=oTaJ2GyPaps,Señal Deportes
Mentiras y sexo.mpg,Entretenimiento,https://www.youtube.com/watch?v=CFLGWz3q0pU,Señal Colombia
"Aislados - Canción 'La peroleta', Tumaco",Gente y Blogs,https://www.youtube.com/watch?v=6nl_eRACqTg,Señal Colombia
Festival Vallenato - Día 01 - Cronica No 3 Niños,Entretenimiento,https://www.youtube.com/watch?v=I_Jy00dZevc,Señal Colombia
Salvando Planeta Palabra - Cumpleaños gordito (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=aWwsWSAPjpk,Mi Señal
Todo lo que vemos - 475 - Vox populi,Entretenimiento,https://www.youtube.com/watch?v=t6VD0P5POvk,Señal Colombia
Documental: 'Vientre de mujer' - Mañana domingo 8 de marzo 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=tT4cqUzL7MI,Señal Colombia
Día Internacional de la niña,Película y Animación,https://www.youtube.com/watch?v=RWanDoUIJhg,Mi Señal
"Conversaciones, El Charrito Negro - Miércoles 30 de Julio 7:00 pm",Película y Animación,https://www.youtube.com/watch?v=Z2YjOvThdpM,Señal Colombia
Soacha es Colombia en el Mundial Parte I,Deportes,https://www.youtube.com/watch?v=xoZrj0SY-ig,Señal Deportes
Los Pepa - Clip 50 - Nube en internet,Educación,https://www.youtube.com/watch?v=qY4s6gA4ezc,Mi Señal
Marcela Cruz (Colombia) - Mundial de Patinaje Artístico,Deportes,https://www.youtube.com/watch?v=gI8dk8ODn8Y,Señal Deportes
Anónimas extraordinarias - Maura De Caldas,Película y Animación,https://www.youtube.com/watch?v=fjgo4Imf9Cs,Señal Colombia
Festivaliando - Festival del Mono Núñez - Jueves 11 - Atollado,Entretenimiento,https://www.youtube.com/watch?v=ODToVyR0ICc,Señal Colombia
"Los hongos, una película de Oscar Ruíz Navia - Señal Colombia",Película y Animación,https://www.youtube.com/watch?v=o2kNLGGO8Yg,Señal Colombia
Mes de la literatura - Libreando,Película y Animación,https://www.youtube.com/watch?v=yJ4GVnY_Y3g,Señal Colombia
#PedaleoPor: José Manjarrez envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=iFMR8UUkyMc,Señal Deportes
¿Qué harías tú? - Esto se puso salsa,Entretenimiento,https://www.youtube.com/watch?v=n-GuShT7RC0,Mi Señal
Todo lo que vemos - 388 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=L_NhPWfwYto,Señal Colombia
La magia del niño grande - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=4Z4PsNymqxo,Señal Colombia
#PedaleoPor: Mayra Lozano envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=PgvQj_3qStg,Señal Deportes
Todo lo que vemos - 475 - Televidente - José Prieto,Entretenimiento,https://www.youtube.com/watch?v=ck5uXJmP6B4,Señal Colombia
Sillón música y sobreviviencia,Entretenimiento,https://www.youtube.com/watch?v=ZDNspcBhJLM,Señal Colombia
Puerto Papel - Una historia de patata (Capítulo completo),Educación,https://www.youtube.com/watch?v=wyVKXXku8-U,Mi Señal
Todo lo que vemos - 332 - Televidente - Luis Quintero,Entretenimiento,https://www.youtube.com/watch?v=pYLtbwD_w2Y,Señal Colombia
Lo más de Pacheco - Drogadicción adolescente,Educación,https://www.youtube.com/watch?v=7KuU9j_rJgQ,Señal Colombia
"Mr. Trance, ganador India Catalina mejor programa infantil o juvenil",Gente y Blogs,https://www.youtube.com/watch?v=bopu09qXMfs,Señal Colombia
Todo lo que vemos - 327 - Glosario - La música,Película y Animación,https://www.youtube.com/watch?v=ft5aweyg4bc,Señal Colombia
Sanquianga - Instinto de conservación,Educación,https://www.youtube.com/watch?v=m6W-9QI2S5k,Señal Colombia
La sub 30 - Industria musical - Sillón,Entretenimiento,https://www.youtube.com/watch?v=4l2Q3aZ4iqw,Señal Colombia
Todo lo que vemos 06 - Presentación,Entretenimiento,https://www.youtube.com/watch?v=4ZCB_Ss3UG8,Señal Colombia
Today in replay 12 de julio,Deportes,https://www.youtube.com/watch?v=11uU-kxHMU8,Señal Deportes
Energía vital,Ciencia y Tecnología,https://www.youtube.com/watch?v=w5ICS-08W8o,Señal Colombia
Ana Mercedes Hoyos en Señal Colombia,Película y Animación,https://www.youtube.com/watch?v=5OiBE3EsX3k,Señal Colombia
Mr.Trance - Niñera Trance (Fragmento),Película y Animación,https://www.youtube.com/watch?v=3my2K6Vwu5w,Señal Colombia
Los Pepa - Clip 11 - Skaters del Tunal,Educación,https://www.youtube.com/watch?v=60dA2wiEZAQ,Mi Señal
Today in replay 22 de agosto,Deportes,https://www.youtube.com/watch?v=56T7xIZwCHs,Señal Deportes
Franja Anónimas extraordinarias - Mujeres alcaldesas,Gente y Blogs,https://www.youtube.com/watch?v=8dFj4G1fTpA,Señal Colombia
#PedaleoPor: Henry García envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=3kXUabHmNoU,Señal Deportes
Para ver TV - Televisión cultural,Entretenimiento,https://www.youtube.com/watch?v=fqN1CF4N-Os,Señal Colombia
Mundial de Patinaje en Bélgica Selección de Kenia,Deportes,https://www.youtube.com/watch?v=DHwMVfwSkog,Señal Deportes
"Aislados - Postal de Nazareth, La Guajira",Viajes y Eventos,https://www.youtube.com/watch?v=dAnua9C0vMk,Señal Colombia
"Yacuruna, los hijos del río - Capítulo 13: Congreso",Gente y Blogs,https://www.youtube.com/watch?v=ZoabQrXAhr0,Señal Colombia
"Los puros criollos III, ganador India Catalina mejor programa de entretenimiento",Gente y Blogs,https://www.youtube.com/watch?v=ENHVYvqJd4E,Señal Colombia
Todo lo que vemos - 51 - Glosario - Teatro,Educación,https://www.youtube.com/watch?v=8JuCt5ts064,Señal Colombia
Un velódromo abandonado,Deportes,https://www.youtube.com/watch?v=z_Df6kTxBtM,Señal Deportes
Molang - En la selva con mi mejor amigo,Película y Animación,https://www.youtube.com/watch?v=6S_iO9Xrubs,Mi Señal
La Función - Maldita Vanidad,Educación,https://www.youtube.com/watch?v=H-MqTYjxeYg,Señal Colombia
Festival Internacional de Música de Cartagena 2013 - Miguel Camacho y la música de Vivaldi,Música,https://www.youtube.com/watch?v=-foFGpAKr48,Señal Colombia
#PedaleoPor: Javier Rodríguez envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=gBvLRpyMlso,Señal Deportes
Colombianos cantando cumbia en el metro de Brasilia,Deportes,https://www.youtube.com/watch?v=vsReW2Xto00,Señal Deportes
En cine nos vemos - Yo soy el que tu buscas - Hoy lunes 20 de abril 9:00 p.m.,Película y Animación,https://www.youtube.com/watch?v=y9Kzqxl9zdA,Señal Colombia
01 INFOGRAFIA ADULTOS - ENERGIA FOSIL-MPEG-4,Entretenimiento,https://www.youtube.com/watch?v=YkOJKvcQNRs,Señal Colombia
Documental: 'El cerebro en el espejo' - Mañana jueves 12 de febrero 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=ZxETSfdw5jw,Señal Colombia
La Sub 30 Viejos ritos sociales,Entretenimiento,https://www.youtube.com/watch?v=qIYb79N_5_4,Señal Colombia
Sebastián Toro: Sus impresiones del Rally Dakar 2013,Deportes,https://www.youtube.com/watch?v=hSwc5FAQV0w,Señal Deportes
#PedaleoPor: Dagoberto López envía un saludo a los escarabajos,Deportes,https://www.youtube.com/watch?v=ePoJ0hxKmBQ,Señal Deportes
"En agosto relájate, mes del humor y la comedia - Señal Colombia",Película y Animación,https://www.youtube.com/watch?v=eQz06jBsn2A,Señal Colombia
"""Hay mejores formas para uno mostrar su forma de pensar"" Sofía",Película y Animación,https://www.youtube.com/watch?v=rda4gaCPj6U,Mi Señal
Todo lo que vemos - 465 - Capítulo completo - Sábado 7 de julio,Entretenimiento,https://www.youtube.com/watch?v=jPG3v0rVTYI,Señal Colombia
Los Puros Criollos Capítulo 27 - El Picó (Temporada 2),Gente y Blogs,https://www.youtube.com/watch?v=tqp90X8G_Fo,Señal Colombia
Puesto 2 - Cha gu?eva,Gente y Blogs,https://www.youtube.com/watch?v=V-avqDNWHDo,Señal Colombia
Para ver TV - Infantiles,Entretenimiento,https://www.youtube.com/watch?v=J_Cv-uGww8Q,Señal Colombia
Cine familiar en fin de semana,Entretenimiento,https://www.youtube.com/watch?v=A01Bm39UU34,Señal Colombia
Todo lo que vemos - 397 - Televidente - Raúl Amortegui,Entretenimiento,https://www.youtube.com/watch?v=DPnHwDFbpZE,Señal Colombia
Para ver TV - Telenovelas - Parte uno,Entretenimiento,https://www.youtube.com/watch?v=p5Pk_uSmico,Señal Colombia
Todo lo que vemos - 353 - Capítulo completo - Sábado 14 de mayo,Entretenimiento,https://www.youtube.com/watch?v=rbS9YvTIL4s,Señal Colombia
Perfil de Esteban Chaves,Deportes,https://www.youtube.com/watch?v=N94QS4n6OWU,Señal Deportes
Today in replay 28 de marzo,Deportes,https://www.youtube.com/watch?v=JFWUFjFYIXY,Señal Deportes
Juegos Suramericanos 2014. Disciplina: esgrima,Deportes,https://www.youtube.com/watch?v=ETMvJAAcSzA,Señal Deportes
Todo lo que vemos - 431 - Televidente - Oswaldo Hernández,Entretenimiento,https://www.youtube.com/watch?v=jTHLBcPs7mU,Señal Colombia
Nuestro Mundial - Capítulo 28,Deportes,https://www.youtube.com/watch?v=5K8vf6_2qYo,Señal Deportes
Todo lo que vemos - 315 - Glosario - Folclor,Película y Animación,https://www.youtube.com/watch?v=TYWcnoy6oAs,Señal Colombia
Sergio Luis Henao se aferra al liderato de la Vuelta al País Vasco,Deportes,https://www.youtube.com/watch?v=J7fzZ2iPRaA,Señal Deportes
Molang - Mirar la tele con mi mejor amigo,Película y Animación,https://www.youtube.com/watch?v=9BSxYnp_pt4,Mi Señal
Don Ca una película de Patricia Ayala Ruiz - Clip 6,Película y Animación,https://www.youtube.com/watch?v=KjPtWd5hj_0,Señal Colombia
Los Pepa - Clip 41 - Sismógrafo casero,Educación,https://www.youtube.com/watch?v=-ZXs7dN8QQ8,Mi Señal
Todo lo que vemos - 83 - Televidentes - Duberney Galvis,Educación,https://www.youtube.com/watch?v=SsqVPHVr5dY,Señal Colombia
Camiseta del equipo LOTTO-BELISO,Deportes,https://www.youtube.com/watch?v=xy19JeOHCPI,Señal Deportes
Carlos Muñoz - El gran papel de su vida,Entretenimiento,https://www.youtube.com/watch?v=ZIeUKr_Zq5Y,Señal Colombia
Todo lo que vemos - 415 - Capítulo completo - Sábado 22 de julio,Entretenimiento,https://www.youtube.com/watch?v=lwh9sGIxLNA,Señal Colombia
"En cine nos vemos - Perdita Durango - Álex de la Iglesia, 1997",Película y Animación,https://www.youtube.com/watch?v=v3WVvW5YLMA,Señal Colombia
Todo lo que vemos - 44 - Glosario - TV educativa,Educación,https://www.youtube.com/watch?v=6SuB-X_eAdg,Señal Colombia
Today in replay 1 de marzo,Deportes,https://www.youtube.com/watch?v=MRMSXeynx8E,Señal Deportes
Todo lo que vemos - 261 - Glosario - La comedia,Película y Animación,https://www.youtube.com/watch?v=eOKnVrW-M_4,Señal Colombia
Today in replay 17 de marzo,Deportes,https://www.youtube.com/watch?v=6YhZ5ktk0Fg,Señal Deportes
Todo lo que vemos - 221 - Glosario - Territorio,Educación,https://www.youtube.com/watch?v=_y57yTGUZng,Señal Colombia
Expedicio?n Sonora - Capi?tulo 6: Bandola,Música,https://www.youtube.com/watch?v=Qwnx_95BD3w,Señal Colombia
